"","ID","time","lon","lat","event_id","tagtype","sex","age","height_above_wgs84","fix","point_state","designated_before","moving","on_land","geometry"
"224","VT-2021-23","2021-12-24 05:00:48",-85.7428131,30.1371784,21031600650,"5g- night","f","After Hatch Year",14,"3D","Point state: Winter",TRUE,FALSE,FALSE,c(-85.7428131, 30.1371784)
"225","VT-2021-23","2021-12-25 04:58:40",-85.742836,30.1372547,21031600658,"5g- night","f","After Hatch Year",-10,"3D","Point state: Winter",TRUE,FALSE,FALSE,c(-85.742836, 30.1372547)
"226","VT-2021-23","2022-01-15 20:01:04",-85.7428131,30.137331,21214534115,"5g- night","f","After Hatch Year",30,"3D","Point state: Winter",TRUE,FALSE,FALSE,c(-85.7428131, 30.137331)
"227","VT-2021-23","2022-01-22 19:58:56",-85.7427826,30.1374073,21214534122,"5g- night","f","After Hatch Year",53,"3D","Point state: Winter",TRUE,FALSE,FALSE,c(-85.7427826, 30.1374073)
"228","VT-2021-23","2022-01-29 20:01:04",-85.74263,30.1363831,21214534129,"5g- night","f","After Hatch Year",122,"3D","Point state: Winter",TRUE,FALSE,FALSE,c(-85.74263, 30.1363831)
"229","VT-2021-23","2022-02-05 19:58:56",-85.7427826,30.1373825,21214534139,"5g- night","f","After Hatch Year",22,"3D","Point state: Winter",TRUE,FALSE,FALSE,c(-85.7427826, 30.1373825)
"230","VT-2021-23","2022-02-26 20:01:04",-85.7428894,30.137228,21551806719,"5g- night","f","After Hatch Year",15,"3D","Point state: Winter",TRUE,FALSE,FALSE,c(-85.7428894, 30.137228)
"231","VT-2021-23","2022-03-05 19:58:56",-85.7428589,30.1371784,21551806724,"5g- night","f","After Hatch Year",4,"3D","Point state: Winter",TRUE,FALSE,FALSE,c(-85.7428589, 30.1371784)
"232","VT-2021-28","2022-03-18 04:01:04",-70.1431427,43.7573776,21551806807,"4g - infreq","m","Hatch Year",15,"3D","Point state: Migratory (spring)",TRUE,TRUE,FALSE,c(-70.1431427, 43.7573776)
"233","VT-2022-31","2022-11-14 04:58:40",-76.9748611,38.3467903,24283328536,"4g - hybrid","m","After Hatch Year",711,"3D","Point state: Migratory (fall)",TRUE,TRUE,FALSE,c(-76.9748611, 38.3467903)
